epoch,loss,seconds,train_pairs_seen
1,0.01865601303668951,40.520644664764404,7130
2,0.010079963970597327,66.21081972122192,7130
3,0.007543123979157177,91.80698657035828,7130
4,0.004751881802102343,118.1390323638916,7130
5,0.004968863631012929,144.7155315876007,7130
